"","headline","clickbait"
"26156","Wikinews interviews Finnish 'Rock 'N' Troll' band Kivimetsän Druidi",0
"30119","With Time Running Out, Giro Stage Victory Eludes Garmin Team Again",0
"28445","Scottish annual drug deaths coming down from record levels",0
"1115","25 Faces Every Older Sibling Has Definitely Made Before",1
"22692","'Serious' terror threat in Mumbai; police hunt four suspected militants",0
"3616","18 Brutal Texts Your Period Would Send You",1
"3551","21 Lies All Men Have Told About Sex",1
"12339","17 Weird, Gross, Hilarious Things Everyone On Their School Football Team Did Together",1
"10359","Which ""Star Wars"" Spaceship Should You Fly",1
"10705","Megan Fox Breaks Her Instagram Fast To Share An Adorable Picture Of Her Son",1
"30949","OCTranspo's ""new year"" of efficiencies?",0
"30771","Former Wikileaks employee destroys unpublished leaked documents",0
"26359","Iraqi peace talks to begin in Finland within days",0
"22909","Identity Theft Hits Close to Home for a Sheriff",0
"16820","Berlusconi Spars With Murdoch Over Pay TV",0
"2137","Here's What Halloween Costume You Should Wear Based On Your Job",1
"24521","Owsley Stanley, icon of 1960s counterculture, dies at 76",0
"30613","Duke of Edinburgh leaves UK hospital following exploratory surgery",0
"533","A Full Breakdown Of The Long Feud Involving Amber Rose, Kanye West, And The Kardashians",1
"14927","Get The Best Of BuzzFeed's Reporting With Our Sunday Stories Newsletter",1
"14195","10 Gin Cocktails With 4 Ingredients Or Fewer",1
"12284","The Best Thing That's Happened To Cereal Since Cereal",1
"9573","For Everyone Who Thinks Alan Rickman's Role In ""Galaxy Quest"" Was His Best One",1
"2752","This Beautiful Short Film Shows The Life Of A Villager Working In Mumbai",1
"21976","Bush to skip Republican convention to monitor Gustav",0
"9038","Which Disney Villain Are You Based On Your Zodiac Sign",1
"21575","Critic of Kyrgyzstan Leader Is Believed Dead in a Suspicious Car Crash",0
"13696","Priest Reportedly Suspended For Riding A Hoverboard During Mass",1
"22843","Ten US missionaries charged with child kidnapping in Haiti",0
"8411","Why Parineeti Chopra's ""Built That Way"" Is A Step Back For Bollywood In 2015",1
"25434","Chrysler Franchisees Make Case Against Closings",0
"28062","Successor in Illinois Is the Anti-Blagojevich",0
"19949","GM and Chrysler receive Canadian loans amid US restructuring ultimata",0
"16954","British Financial Regulator Takes Tougher Stance",0
"29967","Finland claims second world record for karaoke",0
"6976","We, Two Regular People, Tried Meal Prepping And Here's What Happened",1
"1926","Drowning Wombat Saved From Lake By Fishermen Who Caught Him In A Net",1
"22050","Charles Manson releases album under free license",0
"18197","Yankees Will Have a While to Think About Latest Loss to Red Sox",0
"7681","**For Agent Jack Raze Only. STOP. Do Not Read**",1
"2833","13 No-Bake Valentine's Day Sweets",1
"24269","India and U.S.A. work toward nuclear fuel agreement",0
"22078","A New Way to Spread the Word",0
"11381","The 27 Most Exciting Books Coming In 2016",1
"7981","A Lot Of People Are Sharing This Bizarre And Unexpected ""Come Dine With Me"" Ending",1
"31613","Cycling Enters Electronic Age With Gear-Shifting System",0
"29864","West Indies will play 2006 ICC Champions Trophy final against Australia",0
"10050","Can You Guess The Movie From The Santa Claus",1
"21545","London Underground train derails leaving passengers trapped",0
"12921","17 Mind-Blowing Vagina Confessions Everyone Should See",1
"7560","This Woman Owns A T-Shirt With The Entire Script To ""Bee Movie"" On It And People Are Losing Their Minds",1
"24857","NATO Chief Presses Afghan Drug Fight",0
"4063","Is This Food Natural Or Genetically Modified",1
"15252","19 Pictures That Are Way Too Real After A Night Out",1
"24302","African Migrants Arrive in Italy After Standoff With Malta",0
"4730","19 Times Tumblr Totally Nailed What Texting Is Like",1
"724","How Well Do You Know Regina George",1
"26629","With Explosions of Color, Tibetan Art Flourishes",0
"17738","Japanese tourist travels through 37 countries on just $2",0
"25068","As Italy prepares for new government, shots fired near prime minister's office",0
"6164","Which Porn Parody Should You Star In Based On Your Zodiac Sign",1
"3255","Tea Time Around The World",1
"21048","Adam Air hits severe financial problems; may be shut down in three weeks",0
"21583","Philippine President calls for resignation of cabinet due to deflation of peso",0
"10141","22 Things You Totally Forgot You Used To Do On Facebook",1
"8706","19 Signs You're Finally Becoming An Adult",1
"22401","Mob kills 'witches' in Kenya",0
"15164","Taylor Swift Performing At Stagecoach Is Actually You On The Weekend",1
"26693","Former science director sues Texas over intelligent design e-mail",0
"12858","Were You More Selena Gomez Or Kendall Jenner In 2015",1
"15833","What's The Best Way To Flirt On Social Media",1
"9445","The Most Badass Graphic Novel Ever Created Has Been Published",1
"18400","Bank of Italy governor, Antonio Fazio, presents resignation today",0
"29992","Storing IP-addresses of Swedish copyright infringers deemed illegal",0
"10381","18 Steampunk Tattoos That Will Transport You To An Alternate Universe",1
"27417","Big-Time Dry Run for South Africa",0
"16516","Cargo plane crashes in Dubai, two dead",0
"6186","15 Animals That'll Restore Your Faith In This World",1
"21478","Armenia to send military forces to Afghanistan",0
"1659","We Must Never Forget That Ben Affleck And Hillary Swank Were In The Best Movie Ever",1
"10994","15 Embarrassing Situations Every Lightweight Drinker Has Been In",1
"26757","Call for White House Control of Security",0
"22452","Pakistani Prime Minister agrees to put all state executions on hold",0
"15553","Here Are The Stores That Are Actually Closed On Thanksgiving Day",1
"22822","Homage to Chilean politician Jaime Guzmán nineteen years after his death",0
"29422","Christina McHale, Ranked 374th, Is  Ready for Australian Open",0
"9613","11 Things That Will Definitely Happen When Donald Trump Is President",1
"2312","Everyone Needs To Read This Facebook Post About America's Muslims And Sikhs",1
"6321","Celebrities Read The Lyrics To ""Sorry"" And Got So Freakin' Into It",1
"27219","US Fed chairman Bernanke says recession could end this year",0
"5040","The 61 Best Teacher Memes On The Internet",1
"1839","22 Behind-The-Scenes Photos Backstage At The Victoria's Secret Fashion Show",1
"30300","Bosnian war criminal sent to UK",0
"13680","17 Truths Only Female Best Friends Will Understand",1
"3505","9 Super Hot Moves Every Introvert Should Try In Bed",1
"15923","25 Of The Most Powerful Photos Of This Week",1
"18222","Iranians vote in runoff election",0
"9958","This Easy Pizza Grilled Cheese Is Probably The Most Delicious Thing You Can Make",1
"21643","No reprieve for Stanley Williams, Crips street gang founder",0
"9736","Which Disney Villain Song Should Be Your Anthem",1
"24896","Bermuda Premier Escapes Censure Over Uighurs",0
"29524","Suspect arrested for murder of Iraq's entire taekwondo team",0
"20595","George Garanian, Russian Armenian jazz band leader, dies at age 75",0
"28101","Tom Cruise parody site defiant in face of Scientology threats, demands its day in court",0
"9666","31 Apartment Hunting Tips Everyone Needs To Know",1
"16373","Zimbabwean opposition leader rejects calls for power sharing talks",0
"31173","Sepp Blatter pick for FIFA World Cup draw presenter labelled as sexist",0
"31116","For Barnes, Second Place Is Not So Disappointing",0
"22979","Nepal officials strike after minister locks official in toilet",0
"25818","A New Fund From an M.I.T. Professor",0
"29554","Ahmedi of Iran's PDKI discusses Kurdistan's general strike and the democratic future of Iran",0
"6990","20 Great Carrie Fisher Tweets That Aren't About Star Wars",1
"28493","Usain Bolt sets new world record in 100m sprint",0
"22687","Unions battle in Ohio over hospital workers",0
"2167","A Bunch Of '90s Supermodels Just Totally Destroyed This New Fashion Campaign",1
"2543","What ""Friends"" Quote Should Be Your Life Motto",1
"14072","8 Great Wall Of China Reviews That Will Make You Question Humanity",1
"26594","British voice artist Roy Skelton dies at age 79",0
"10014","21 Grandmas Who Have Zero Fucking Filter",1
"22298","Brain chemical Serotonin behind locusts’ swarming instinct",0
"8301","Excuses You Make For Not Going To The Gym",1
"3760","20 Memes Only ""Star Wars"" Fans Will Understand",1
"23047","United States-Mexico Rivalry Resumes in World Cup Qualifiers",0
"13936","Which Steven Universe Character Are You Based On Your Zodiac Sign",1
"2587","Instafamous: The Eyebrow Queen",1
"8945","Can You Tell Which Famous Person The Body Double Is Hanging Out With",1
"21291","Who Says Innovation Belongs to the Small?",0
"7935","21 Times Michael Ian Black's Tweets Made You Laugh Out Loud",1
"16777","Victoria power grid collapses due to spot fires",0
"8840","SNL Cut A Skit From Last Week's Show And It's A Gem",1
"28717","Record typhoon Chanchu batters south China",0
"23430","Priest charged in exorcism death",0
"24307","Want to Get More Work Done? Try a Bigger Screen",0
"20592","Mexican cartoonist Gabriel Vargas dies at 95",0
"21531","Where the Still Flourishing Underground Economy Is the Only Economy",0
"29612","Will  Big-Leaguers in World Baseball Classic Be Worse for Wear?",0
"20702","UK's Liverpool FC unveils plans for new stadium",0
"6410","22 Things All Latina Moms Understand",1
"4254","I Successfully Proposed To My Girlfriend And Now I Have Some Advice For You",1
"12417","21 Dogs Named Bob",1
"11014","This 7-Picture Test Will Reveal A True Difficulty You Have In Life",1
"26513","Wikinews interviews Frank McEnulty, New American Independent Party nominee for President of the United States",0
"31583","Anniversaries for Tibet and Tiananmen Square Have China on Edge",0
"28365","Pirates hijack Thai merchant ship off Somali coast",0
"13238","29 Frightfully Genius Ideas For The Spookiest Slumber Party Ever",1
"19162","Fehr Announces He Will Retire From Players Union",0
"14722","A Hilariously Accurate Guide To Dog Owners In New York City",1
"2016","7 Essential Packing Hacks For Your Next Trip",1
"23727","In Missouri, a Free Speech Fight Over a Highway Adoption",0
"12132","This Color Test Will Determine Where You Like To Have Sex",1
"28972","Ballpark Statisticians Follow a New Count, the Toilet Ratio",0
"11525","15 Valentine's Day Gifts For People Who Love The ""Making A Murderer"" Attorneys",1
"22487","Closure of Guantánamo prison will take longer than expected",0
"23718","Eyes on Europe, Albanians Prepare to Vote",0
"25715","Europe Looks to Africa for Solar Power",0
"4436","How Well Do You Actually Remember ""10 Things I Hate About You""",1
"6236","We Know What People Love Most About You Based On Your Favorite Sandwich",1
"12700","What Your Favorite Part Of A Man's Face Says About You",1
"5772","27 Gorgeous Wedding Cakes That Are Almost Too Pretty To Eat",1
"16483","Microsoft launches its anti-piracy campaign in the United States",0
"24068","3 Die in Turkey in Shootout Between Police and Militant",0
"24367","700 Merrill Employees Received $1 Million Bonuses",0
"19584","A.I.G. Seeking Return of Half of Its Bonuses",0
"3822","16 Birds You Won't Believe Actually Exist",1
"8090","The Best Boops Of 2015",1
"23373","His Fortune Gone, Riddick Bowe Tries to Stay Optimistic",0
"5763","5 Neon Eye Makeup Looks You Need To Try",1
"27118","Right-to-die activists reveal euthanasia for Dutch patient with severe dementia",0
"13071","What Adorable Nickname Should You Give Your Dog",1
"24189","Scottish Court Hears Appeal in 1988 Blast on Jetliner",0
"11234","The Amazing Origin Of Cotton Candy Raccoon Has Finally Been Revealed",1
"17574","New Zealand scientist Graham Liggins dies aged 84",0
"1459","Which ShondaLand World Do You Belong In",1
"21501","N.Y. orchestra helps forge relations with North Korea",0
"1776","A Designer Store Told A Woman To ""Go To The Gym"" When She Asked For A Ghagra In Her Size",1
"116","18 Posts That Prove Coconut Oil Is The Answer To All Your Problems",1
"27524","Scottish judge criticises medical care of murdered baby",0
"23744","Ecamm Offers a Wireless Webcam for Macs",0
"31633","People from Pichilemu, Chile leave La Cruz Hill",0
"19541","Subprime Loans, Corporate-Style, Will Fuel Defaults",0
"18133","Near-Earth asteroid 2004 MN4 reaches Torino Scale hazard rating 4",0
"17710","Jobs Data Gives Shares a Lift",0
"18231","On Africa Trip, Pope Will Find Place Where Church Is Surging Amid Travail",0
"9424","Marv From ""Home Alone"" Is Sharing Behind-The-Scenes Facts On Facebook",1
"1018","How Well Do You Actually Remember ""Hey Arnold""",1
"6373","23 Sexy Male ""Survivor"" Contestants Guaranteed To Get You Hot And Bothered",1
"383","If Chanel Oberlin Quotes Were Motivational Posters",1
"25304","A Placid Man on Land, Caught in a Pirate Drama at Sea",0
"27925","New York City disputes 2010 Census",0
"771","Guys, ""America's Next Top Model"" Is Returning To TV",1
"27482","US Navy successfully destroys disabled spy satellite",0
"5207","Can We Guess Your Favorite Animal Based On Your Favorite Actor",1
"484","15 Hilarious Tweets About Narendra Modi Hanging Out With Francois Hollande",1
